index,id,sentence,from,to,aspect,polarity
520,2512,"good music, great food, speedy service affordable prices.",18,22,food,positive
521,2512,"good music, great food, speedy service affordable prices.",31,38,service,positive
522,2512,"good music, great food, speedy service affordable prices.",50,56,prices,positive
523,1749,"There was a small wait, but shorter than I expected.",18,22,wait,conflict
524,3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,4,20,lobster sandwich,conflict
525,3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,94,99,price,negative
526,3260,"May, the owner always has a smile on her and will warmly greet you.",9,14,owner,positive
527,1971,The sides were ok and incredibly salty.,4,9,sides,negative
528,797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",25,32,seafood,negative
529,797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",40,44,menu,negative
530,797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",76,82,Salmon,neutral
531,2315,"Not a large place, but it's cute and cozy.",12,17,place,conflict
532,2900,"The beverages were excellent, and the dessert was good.",4,13,beverages,positive
533,2900,"The beverages were excellent, and the dessert was good.",38,45,dessert,positive
534,3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,4,11,hostess,negative
535,3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,20,28,waitress,negative
536,719,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",74,90,Asian appetizers,positive
537,719,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",95,101,drinks,positive
538,3669,"Please if your thinking about it go, and stay the wait you won't be disappointed.",50,54,wait,negative
539,3295,I must say the view of NYC is so beautiful!,15,19,view,positive
540,1130,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",35,39,meal,positive
541,2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",26,32,dinner,positive
542,2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",48,56,ambiance,positive
543,2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",78,82,food,positive
544,1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",32,39,service,positive
545,1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",44,50,prices,positive
546,1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",71,81,atmosphere,positive
547,2128,Highly recommend this as great value for excellent sushi and service.,51,56,sushi,positive
548,2128,Highly recommend this as great value for excellent sushi and service.,61,68,service,positive
549,2128,Highly recommend this as great value for excellent sushi and service.,31,36,value,positive
550,2835,This place would be so much better served by being run by a group that actually understands customer service.,101,108,service,negative
551,2835,This place would be so much better served by being run by a group that actually understands customer service.,35,41,served,negative
552,778,A++   The service was good to excellent along with the attitude.,10,17,service,positive
553,778,A++   The service was good to excellent along with the attitude.,55,63,attitude,positive
554,1672,The food is awesome - definitely try the striped bass.,4,8,food,positive
555,1672,The food is awesome - definitely try the striped bass.,41,53,striped bass,positive
556,1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",4,9,music,conflict
557,1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",136,146,corriander,neutral
558,3694,black white shakes came out good also.,0,18,black white shakes,positive
559,2721,It's simply the best meal in NYC.,21,25,meal,positive
560,954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,82,88,dinner,neutral
561,2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",4,11,seating,negative
562,1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,14,27,chu chu curry,neutral
563,1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,54,70,pad thai chicken,neutral
564,3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,63,67,food,neutral
565,3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,25,34,prix fixe,neutral
566,1533,"However, they've got the most amazing pastrami and the soups hit the spot.",38,46,pastrami,positive
567,1533,"However, they've got the most amazing pastrami and the soups hit the spot.",55,60,soups,positive
568,1055,Great bagels made the old-fashioned way.,6,12,bagels,positive
569,1784,"This is some really good, inexpensive sushi.",38,43,sushi,positive
570,2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",38,59,bagel with lox spread,positive
571,2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",73,79,bagles,positive
572,1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",46,50,food,negative
573,1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",80,95,quality of food,negative
574,771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,53,63,lobby area,negative
575,771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,156,162,seated,negative
576,3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,4,9,pizza,positive
577,3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,31,41,proprietor,positive
578,823,"Also good for client lunch meetings, esp.",21,35,lunch meetings,neutral
579,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",4,9,decor,positive
580,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",104,110,prices,positive
581,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",48,67,food's presentation,positive
582,2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,4,13,Waitstaff,positive
583,2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,43,52,swordfish,positive
584,2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,83,87,meal,positive
585,993,The setting is casual and romantic.,4,11,setting,positive
586,2840,"Terrible, terrible management - deserves to be shut-down.",19,29,management,negative
587,1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",15,22,service,positive
588,1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",29,36,seating,positive
589,1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",43,51,Delivery,positive
590,1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",63,68,sushi,positive
591,2709,The desserts are more appealing then stuffy overpriced French restaurants.,4,12,desserts,positive
592,2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",4,16,Italian food,positive
593,2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",81,88,service,conflict
594,3654,"I found the food to be outstanding, particulary the salmon dish I had.",12,16,food,positive
595,3654,"I found the food to be outstanding, particulary the salmon dish I had.",52,63,salmon dish,positive
596,1049,Mizu is home to creative and unique rolls not to found anywhere else.,36,41,rolls,positive
597,3320,Baluchi's has solid food and a nice decor at reasonable prices.,20,24,food,positive
598,3320,Baluchi's has solid food and a nice decor at reasonable prices.,36,41,decor,positive
599,3320,Baluchi's has solid food and a nice decor at reasonable prices.,56,62,prices,positive
600,102,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",12,17,owner,positive
601,2397,I have been to spice three times- twice during lunch and once at dinner.,47,52,lunch,neutral
602,2397,I have been to spice three times- twice during lunch and once at dinner.,65,71,dinner,neutral
603,511,"Moules were excellent, lobster ravioli was VERY salty!",0,6,Moules,positive
604,511,"Moules were excellent, lobster ravioli was VERY salty!",23,38,lobster ravioli,negative
605,1077,"A cheap eat for NYC, but not for dosa.",33,37,dosa,negative
606,1077,"A cheap eat for NYC, but not for dosa.",8,11,eat,positive
607,133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,4,14,atmosphere,negative
608,133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,32,39,waiters,conflict
609,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",4,11,seafood,positive
610,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",39,48,wine list,positive
611,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",72,76,menu,positive
612,2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,22,26,wine,neutral
613,2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,32,38,indian,neutral
614,2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,67,76,wine list,neutral
615,2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,86,91,wines,neutral
616,491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,0,23,Pastrami or corned beef,positive
617,491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,64,73,rye bread,positive
618,2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",12,32,glasses of champagne,negative
619,2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",52,66,bottle of wine,negative
620,2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",73,92,after dinner drinks,negative
621,1362,"Really though, where's the seasoning?",27,36,seasoning,negative
622,796,"The food was just OK, at least for what food was available.",4,8,food,neutral
623,796,"The food was just OK, at least for what food was available.",40,44,food,negative
624,178,The waitress was very patient with us and the food is phenomenal!,4,12,waitress,positive
625,178,The waitress was very patient with us and the food is phenomenal!,46,50,food,positive
626,2627,"The ambience was nice, but service wasn't so great.",4,12,ambience,positive
627,2627,"The ambience was nice, but service wasn't so great.",27,34,service,negative
628,2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",6,15,wine list,positive
629,2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",31,36,staff,positive
630,2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",47,53,owners,positive
631,2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",88,92,menu,positive
632,554,The people that work there are always so friendly you forget you are in New York sometimes.,4,10,people,positive
633,1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",21,25,menu,neutral
634,1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",77,88,main dishes,neutral
635,1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",34,40,waiter,positive
636,1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",60,68,specials,neutral
637,3189,The location and ambience is Ok but the food is what makes up for it.,4,12,location,neutral
638,3189,The location and ambience is Ok but the food is what makes up for it.,17,25,ambience,neutral
639,3189,The location and ambience is Ok but the food is what makes up for it.,40,44,food,positive
640,3693,"otherwise, good stuff for late nite eats.",16,21,stuff,positive
641,3693,"otherwise, good stuff for late nite eats.",36,40,eats,positive
642,1103,"The dinner was ok, nothing I would have again.",4,10,dinner,negative
643,1994,I love and I know gourmet food by excellence!,18,30,gourmet food,positive
644,541,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",73,83,bruschetta,positive
645,541,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",85,91,panini,positive
646,1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",96,102,dishes,positive
647,1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",134,138,menu,neutral
648,3322,He offers subpar service and has no personality.,17,24,service,negative
649,1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",4,12,waitress,positive
650,1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",92,167,fried mini buns with the condensed milk and the assorted fruits on beancurd,positive
651,1711,Diner food at bistro prices is a bummer....,6,10,food,negative
652,1711,Diner food at bistro prices is a bummer....,21,27,prices,negative
653,2012,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",32,36,food,positive
654,3024,"The first time the sushi was outstanding, the second time it was a little bland.",19,24,sushi,conflict
655,1622,The portions are large and the servers always surprise us with a different starter.,4,12,portions,positive
656,1622,The portions are large and the servers always surprise us with a different starter.,31,38,servers,positive
657,1622,The portions are large and the servers always surprise us with a different starter.,75,82,starter,positive
658,1059,"delicious bagels, especially when right out of the oven.",10,16,bagels,positive
659,3067,All the food was hot tasty.,8,12,food,positive
660,447,This is one great place to eat pizza more out but not a good place for take-out pizza.,31,36,pizza,positive
661,447,This is one great place to eat pizza more out but not a good place for take-out pizza.,71,85,take-out pizza,negative
662,1592,Our server was very helpful and friendly.,4,10,server,positive
663,3191,Try green curry with vegetables.,4,31,green curry with vegetables,positive
664,2770,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",19,24,place,negative
665,1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",49,53,door,neutral
666,445,Much more reasonably priced too!,21,27,priced,positive
667,3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",4,8,food,negative
668,3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",33,42,portioins,negative
669,1331,Why make a reservation if you aren't going to keep it?,11,22,reservation,negative
670,2497,"The Pad Thai is excellent here, as well.",4,12,Pad Thai,positive
671,3039,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,19,33,lunch specials,negative
672,3637,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",37,42,place,positive
673,3637,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",93,99,pizzas,positive
674,1316,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",4,8,food,neutral
675,2450,We had the pot-stickers which were great and a tempura dish that was great.,11,23,pot-stickers,positive
676,2450,We had the pot-stickers which were great and a tempura dish that was great.,47,59,tempura dish,positive
677,1577,I think the stuff was better than Disney.,12,17,stuff,positive
678,2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",97,101,food,negative
679,2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",154,164,atmosphere,positive
680,2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",14,26,entree range,positive
681,908,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",63,74,French food,positive
682,2523,"Well, their deliveries take for ever and the food is usually cold.",12,22,deliveries,negative
683,2523,"Well, their deliveries take for ever and the food is usually cold.",45,49,food,negative
684,2170,The staff is no nonsense.,4,9,staff,positive
685,1579,And really large portions.,17,25,portions,positive
686,3515,This is a great Thai restaurant with a very friendly staff.,53,58,staff,positive
687,1873,I ordered the smoked salmon and roe appetizer and it was off flavor.,14,45,smoked salmon and roe appetizer,negative
688,2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",17,22,lunch,neutral
689,2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",100,104,food,positive
690,3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",16,29,garlic shrimp,positive
691,3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",63,67,lamb,positive
692,3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",31,43,okra (bindi),positive
693,3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",68,74,waiter,neutral
694,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",4,8,menu,positive
695,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",55,61,burger,neutral
696,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",66,71,steak,neutral
697,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",76,84,escargot,neutral
698,3381,"In fact, two people could really share one plate.",43,48,plate,positive
699,2507,The food is great and authentic.,4,8,food,positive
700,2802,Good for casual dinner with jeans and sneakers.,9,22,casual dinner,positive
701,201,"Anyway, the food is good, the price is right and they have a decent wine list.",12,16,food,positive
702,201,"Anyway, the food is good, the price is right and they have a decent wine list.",30,35,price,positive
703,201,"Anyway, the food is good, the price is right and they have a decent wine list.",68,77,wine list,positive
704,2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,0,6,Prices,negative
705,2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,39,60,chicken tikka marsala,positive
706,3631,This place has many different styles of pizza and they are all amazing.,30,45,styles of pizza,positive
707,901,The photos of the restaurant in its web site are way better than the real look.,74,78,look,negative
708,3049,The food was lousy - too sweet or too salty and the portions tiny.,4,8,food,negative
709,3049,The food was lousy - too sweet or too salty and the portions tiny.,52,60,portions,negative
710,1242,But the coconut rice was good.,8,20,coconut rice,positive
711,932,It took them 25 minutes to bring our appetizer.,37,46,appetizer,neutral
712,776,The food was great.,4,8,food,positive
713,272,Pair you food with the excellent beers on tap or their well priced wine list.,9,13,food,neutral
714,272,Pair you food with the excellent beers on tap or their well priced wine list.,33,45,beers on tap,positive
715,272,Pair you food with the excellent beers on tap or their well priced wine list.,67,76,wine list,positive
716,272,Pair you food with the excellent beers on tap or their well priced wine list.,60,66,priced,positive
717,1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,17,22,music,negative
718,1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,105,119,bottle minimun,negative
719,2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,37,41,food,positive
720,833,Metrazur has a beautiful spot overlooking the main terminal.,25,29,spot,positive
721,461,Friendly staff that actually lets you enjoy your meal and the company you're with.,9,14,staff,positive
722,461,Friendly staff that actually lets you enjoy your meal and the company you're with.,49,53,meal,positive
723,539,The restaurant is rather small but we were lucky to get a table quickly.,58,63,table,positive
724,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",0,15,Quality of food,positive
725,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",33,38,price,positive
726,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",58,62,pork,positive
727,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",64,68,fish,positive
728,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",70,77,chicken,positive
729,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",79,83,lamb,positive
730,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",88,98,vegetables,positive
731,2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",51,58,seating,negative
732,2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",4,9,place,negative
733,1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,4,14,appetizing,positive
734,1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,87,92,price,positive
735,3582,"But, they were too big for the bun.",31,34,bun,neutral
736,2708,"The food is fresh, delicious, and reasonably priced.",4,8,food,positive
737,2708,"The food is fresh, delicious, and reasonably priced.",45,51,priced,positive
738,275,Raga stands out with an interesting fusion of French and Indian cooking.,36,71,fusion of French and Indian cooking,positive
739,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",21,32,turnip cake,negative
740,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",34,49,roast pork buns,negative
741,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",54,66,egg custards,negative
742,2152,The bagels are fabulous.,4,10,bagels,positive
743,191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",54,75,seating in the garden,neutral
744,191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",96,101,seats,neutral
745,3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,77,84,service,positive
746,3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,123,128,place,positive
747,3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,42,47,water,neutral
748,3681,"The food was very good, a great deal, and the place its self was great.",4,8,food,positive
749,3681,"The food was very good, a great deal, and the place its self was great.",46,51,place,positive
750,2171,The food options rule.,4,16,food options,positive
751,3462,A great choice at any cost and a great deal.,22,26,cost,positive
752,1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",43,70,pre-theatre 3-course dinner,neutral
753,1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",76,87,wine flight,neutral
754,3421,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",25,30,lunch,neutral
755,3421,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",56,62,dinner,neutral
756,1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",6,14,calzones,negative
757,3475,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,26,31,drink,neutral
758,818,The place itself is beautiful the bar scene seems to be happening.,4,9,place,positive
759,818,The place itself is beautiful the bar scene seems to be happening.,34,43,bar scene,positive
760,2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",80,85,staff,positive
761,3170,"Good spreads, great beverage selections and bagels really tasty.",5,12,spreads,positive
762,3170,"Good spreads, great beverage selections and bagels really tasty.",20,39,beverage selections,positive
763,3170,"Good spreads, great beverage selections and bagels really tasty.",44,50,bagels,positive
764,2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",11,17,waiter,negative
765,2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",63,71,specials,positive
766,2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",22,28,served,negative
767,451,"Also, top the meal with a delicious and perfect slice of tiramisu.",57,65,tiramisu,positive
768,451,"Also, top the meal with a delicious and perfect slice of tiramisu.",14,18,meal,neutral
769,119,Check out the secret back room.,14,30,secret back room,positive
770,2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",68,71,bar,positive
771,2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",10,14,food,positive
772,2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",34,41,service,positive
773,2883,Stick to the gulab jamun.,13,24,gulab jamun,positive
774,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",113,119,prices,positive
775,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",127,137,atmosphere,positive
776,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",144,151,service,positive
777,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",168,177,wine list,positive
778,563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,28,33,diner,neutral
779,563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,61,71,wait staff,negative
780,563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,41,46,table,negative
781,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,50,54,meal,positive
782,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,70,74,room,positive
783,3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",76,82,dinner,neutral
784,1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,172,213,pig feet ginger simmered in black vinegar,positive
785,1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,118,142,desserts with frog jelly,positive
786,193,The food is great and reasonably priced.,4,8,food,positive
787,193,The food is great and reasonably priced.,33,39,priced,positive
788,2217,I would definitely recommend SEA if you like thai cuisine!,45,57,thai cuisine,positive
789,78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",43,47,crew,positive
790,78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",19,23,host,positive
791,2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",62,74,round tables,positive
792,2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",141,150,Taiwanese,positive
793,3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",52,59,portion,conflict
794,3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",103,115,french fries,positive
795,1707,"It is the type of place to run into old friends and have a late, raucus dinner.",72,78,dinner,positive
796,2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",4,8,food,positive
797,2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",72,78,dishes,positive
798,2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",33,41,specials,positive
799,2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",49,66,regular menu-fare,positive
800,667,Prices are in line.,0,6,Prices,neutral
801,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",19,37,fresh tomato sauce,positive
802,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",39,56,fresh mozz cheese,positive
803,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",58,63,basil,positive
804,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",72,77,dough,positive
805,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",141,146,pizza,positive
806,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",102,107,flour,positive
807,134,The food is prepared quickly and efficiently.,4,8,food,positive
808,2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",22,33,Indian food,positive
809,2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",43,54,Paneer Roll,positive
810,159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,4,8,food,positive
811,159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,82,88,plates,positive
812,1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,9,32,fresh mozzerella slices,positive
813,1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,41,59,Plain Cheese slice,positive
814,1548,"The food is terrible and overall, I would have to say avoid at all costs.",4,8,food,negative
815,1709,"Unfortunately, the food was NOT something to get worked up about.",19,23,food,negative
816,1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",114,118,food,positive
817,3305,I had Filet Mignon with garlic mash.,6,35,Filet Mignon with garlic mash,neutral
818,874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",39,55,pre-theater menu,positive
