index,id,sentence,from,to,aspect,polarity
581,2238,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,129,134,price,negative
582,1580,A great computer for light home use and business use.,27,35,home use,positive
583,1580,A great computer for light home use and business use.,40,52,business use,positive
584,273,"Even with virus protection, it always turned off when updates were needed and installed.",10,26,virus protection,negative
585,273,"Even with virus protection, it always turned off when updates were needed and installed.",54,61,updates,negative
586,2679,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",18,32,MS Office apps,negative
587,2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",74,81,feature,positive
588,2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",103,110,Windows,positive
589,2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",31,36,games,neutral
590,2624,The battery life is amazingly long at 7hrs and 5hrs if you use it.,4,16,battery life,positive
591,1569,"lightweight, long battery life, excellent transition from PC;",18,30,battery life,positive
592,3064,The price is another driving influence that made me purchase this laptop.,4,9,price,positive
593,2953,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,4,22,Nortons virus scan,negative
594,2129,It is stamped and not in pieces therefore it is a stronger more resilient frame.,74,79,frame,positive
595,2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,43,51,features,positive
596,2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,64,67,use,positive
597,2710,Came fully loaded - good.,11,17,loaded,positive
598,1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",42,51,Windows 7,neutral
599,1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",67,72,Vista,neutral
600,1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",117,122,Vista,negative
601,1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",10,17,windows,neutral
602,1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",62,72,Windows XP,conflict
603,1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",133,138,Vista,neutral
604,1758,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",35,44,key broad,negative
605,842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",30,38,warranty,negative
606,842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",47,61,"repair ""depot""",negative
607,931,  But I needed a laptop for school use.,28,38,school use,neutral
608,36,This is the complete opposite to an ergonomic design.,46,52,design,negative
609,2967,I would like at least a 4 hr. battery life.,30,42,battery life,neutral
610,1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,74,82,programs,negative
611,1063,"Wireless has not been a issue for me, like some others have meantioned.",0,8,Wireless,positive
612,271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",57,69,battery life,negative
613,271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",102,110,programs,negative
614,2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",35,43,trackpad,positive
615,2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",88,96,programs,positive
616,2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",49,59,navigating,positive
617,523,I guess the only good thing that came out of these were the speakers and the subwoofer.,60,68,speakers,positive
618,523,I guess the only good thing that came out of these were the speakers and the subwoofer.,77,86,subwoofer,positive
619,1657,Theres a built in camera with special effects- for video and photography.,9,24,built in camera,positive
620,1674,All for such a great price.,21,26,price,positive
621,1143,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",220,228,warranty,neutral
622,2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,45,59,left mouse key,negative
623,2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,73,79,costed,neutral
624,2993,It has good speed and plenty of hard drive space.,12,17,speed,positive
625,2993,It has good speed and plenty of hard drive space.,32,48,hard drive space,positive
626,2453,Clear picture on it and everything.,6,13,picture,positive
627,515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",45,62,extended warranty,neutral
628,515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",88,107,extended warranties,neutral
629,2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,15,22,battery,positive
630,2387,"Screen is awesome, battery life is good.",0,6,Screen,positive
631,2387,"Screen is awesome, battery life is good.",19,31,battery life,positive
632,2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,46,56,appearance,positive
633,990,The technical service for dell is so 3rd world it might as well not even bother.,4,30,technical service for dell,negative
634,1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,4,12,graphics,negative
635,1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,32,40,warranty,negative
636,903,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",71,78,battery,negative
637,1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",62,66,case,positive
638,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",40,51,performance,neutral
639,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",79,84,price,positive
640,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",110,114,look,positive
641,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",122,134,applications,positive
642,2828,Excellent speed for processing data.,10,15,speed,positive
643,1824,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,14,26,tech support,negative
644,2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",118,124,gaming,positive
645,2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",22,25,use,positive
646,2500,I was taught to use Photoshop and was amazed.,20,29,Photoshop,positive
647,1252,Somehow the system clock got messed up after reboot.,12,24,system clock,negative
648,3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",43,46,RAM,negative
649,1650,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,39,55,securitysoftware,positive
650,1037,"The driver updates don't fix the issue, very frustrating.",4,18,driver updates,negative
651,1620,I will never go back to Windows!,24,31,Windows,negative
652,285,It doesnt work worth a damn.,10,14,work,negative
653,3035,It works really well.,3,8,works,positive
654,2511,"Bigger HD, better graphics card, and a bid HD.",7,9,HD,positive
655,2511,"Bigger HD, better graphics card, and a bid HD.",43,45,HD,positive
656,2511,"Bigger HD, better graphics card, and a bid HD.",18,31,graphics card,positive
657,2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,4,19,built in camera,positive
658,1124,"Mine came at $1,700 w/o a DVD burner (!).",26,36,DVD burner,negative
659,781,The DVD burner broke after burning 3 DVD'd during that time!,4,14,DVD burner,negative
660,2987,It works fine with our wireless and they've had not problems.,3,8,works,positive
661,2133,But you must get the 15 inch.,21,28,15 inch,positive
662,1364,Product support very poor as each phone call costs me long distan,0,15,Product support,negative
663,2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",46,52,screen,positive
664,2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",37,40,use,positive
665,948,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,6,30,casing of the power cord,negative
666,2049,It does not keep internet signals no matter where you bring it.,17,33,internet signals,negative
667,2988,It's a great product for a great price!,33,38,price,positive
668,1385,"Again, the same problem, the right speaker did not work.",29,42,right speaker,negative
669,1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,64,73,price tag,conflict
670,1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,101,109,software,positive
671,1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,170,177,updates,positive
672,2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,8,28,multiple page viewer,positive
673,768,This was the 3rd day and part still had not been shipped.,49,56,shipped,negative
674,214,Keyboard good sized and wasy to use.,0,8,Keyboard,positive
675,214,Keyboard good sized and wasy to use.,32,35,use,positive
676,1263,HP said it was out of warranty.,22,30,warranty,neutral
677,142,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",25,32,quality,negative
678,2947,wonderful features.,10,18,features,positive
679,2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,31,44,recovery disk,negative
680,2451,Im glad that it has such great features in it.,31,39,features,positive
681,314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,13,21,programs,positive
682,314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,34,40,Office,negative
683,314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,106,121,Office programs,neutral
684,2777,Great wifi too.,6,10,wifi,positive
685,1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",5,11,TYPING,negative
686,1906,"  Only a few days after I received the computer back, the screen froze again.",58,64,screen,negative
687,124,It is not ideal for children because of the temp.,44,48,temp,negative
688,732,Although i do believe that Windows operating system may be to fault for some of the problems.,27,51,Windows operating system,negative
689,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",6,8,OS,positive
690,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",68,83,processor speed,positive
691,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",99,115,thunderbolt port,positive
692,1842,  The lcd screen stopped working on mine after 10 months.,6,16,lcd screen,negative
693,205,Images are crisp and clean.,0,6,Images,positive
694,1398,although its windows vista compared to windows xp sucks.,13,26,windows vista,negative
695,1398,although its windows vista compared to windows xp sucks.,39,49,windows xp,positive
696,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",37,42,Vista,negative
697,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",52,70,Adobe Flash player,negative
698,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",129,145,Internet Explore,negative
699,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",215,229,Windows update,negative
700,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",326,332,update,negative
701,1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,9,15,switch,negative
702,1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,102,108,switch,negative
703,1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",51,67,4GB stick of RAM,positive
704,344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,39,47,hardrive,negative
705,344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,71,92,touch control buttons,negative
706,344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,100,108,keyboard,negative
707,2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,98,109,performance,positive
708,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",53,67,iLife software,positive
709,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",88,94,iPhoto,positive
710,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",96,102,iMovie,positive
711,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",104,108,iWeb,positive
712,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",110,116,iTunes,positive
713,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",118,128,GarageBand,positive
714,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",13,17,runs,positive
715,2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,51,63,system board,negative
716,1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",74,78,size,neutral
717,1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",80,88,software,neutral
718,1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",99,107,hardware,neutral
719,2973,"It has plenty of memory, lots of hard drive, and great graphics.",17,23,memory,positive
720,2973,"It has plenty of memory, lots of hard drive, and great graphics.",33,43,hard drive,positive
721,2973,"It has plenty of memory, lots of hard drive, and great graphics.",55,63,graphics,positive
722,2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,64,72,programs,positive
723,2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,77,87,navigation,positive
724,1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",51,56,hinge,negative
725,1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",100,103,LCD,neutral
726,1423,My problem was with DELL Customer Service.,20,41,DELL Customer Service,negative
727,1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",9,20,RMA service,positive
728,1739,Design: very durable.,0,6,Design,positive
729,2419,It is easy to go from one keyboard to another.,26,34,keyboard,neutral
730,1549,Has a 5-6 hour battery life.,15,27,battery life,neutral
731,2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,27,50,screen/video resolution,negative
732,2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,78,88,resolution,negative
733,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",94,106,applications,neutral
734,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",6,17,Dreamweaver,neutral
735,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",19,34,Final Cut Pro 7,neutral
736,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",36,45,Photoshop,neutral
737,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",47,53,Safari,neutral
738,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",55,62,Firefox,neutral
739,300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",64,77,MSN Messenger,neutral
740,851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",131,139,warrenty,negative
741,1008,Ive had to call tech support many times.,16,28,tech support,neutral
742,2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",4,22,Apple applications,positive
743,2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",27,33,iPhoto,positive
744,291,Not to mention it has shit gigs.,27,31,gigs,negative
745,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17,23,memory,neutral
746,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",32,46,17-inch screen,neutral
747,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",79,82,DVD,positive
748,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",87,97,CD burners,positive
749,1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",66,78,web browsing,positive
750,1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",80,96,uploading photos,positive
751,1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",98,113,watching movies,positive
752,1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",137,159,creating presentations,positive
753,2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.",0,15,Quality Display,positive
754,116,"Despite the inconvenient weight, I opted for the 12 cell battery.",25,31,weight,conflict
755,116,"Despite the inconvenient weight, I opted for the 12 cell battery.",49,64,12 cell battery,positive
756,2647,The case is carved out of a single block of aluminum.,4,8,case,neutral
757,980,     First it burned or fused the power adapter plug.,34,52,power adapter plug,negative
758,668,"the features are great, the only thing it needs is better speakers.",4,12,features,positive
759,668,"the features are great, the only thing it needs is better speakers.",58,66,speakers,negative
760,1106,"It was still working, but there was nothing on the screen.",51,57,screen,negative
761,140,I bought this laptop and found its TAB is not functioning.,35,38,TAB,negative
762,1418,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,47,64,extended warrenty,negative
763,621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",45,54,TFT panel,negative
764,2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",0,10,Navigation,positive
765,2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",60,85,Windows operating systems,negative
766,1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",4,10,screen,negative
767,1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",95,106,screen size,negative
768,1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",125,129,bulk,negative
769,1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",31,45,music software,negative
770,1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",85,93,software,positive
771,1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",11,18,picture,negative
772,1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",20,25,video,negative
773,39,The much lauded combined touch pad and clicker is a nightmare.,16,46,combined touch pad and clicker,negative
774,3019,"The Unibody construction is solid, sleek and beautiful.",4,24,Unibody construction,positive
775,2469,This MacBook is an outstanding product with great value.,50,55,value,positive
776,1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,20,27,Windows,negative
777,1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,95,108,screen hinges,negative
778,1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,30,37,BATTERY,negative
779,1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,70,82,STORAGE LIFE,conflict
780,1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,140,147,SERVICE,negative
781,678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),14,21,storage,positive
782,678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),69,72,ram,neutral
783,625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",101,115,Nvidia chipset,negative
784,2035,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,83,100,extended warranty,neutral
785,1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",0,8,Programs,negative
786,1872,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,30,41,CHARGE TIME,negative
787,1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",21,25,size,negative
788,1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",30,41,consistancy,negative
789,2636,"the key bindings take a little getting used to, but have loved the Macbook Pro.",4,16,key bindings,negative
790,357,Keyboard is reasonable size.,0,8,Keyboard,positive
791,357,Keyboard is reasonable size.,23,27,size,positive
792,3075,I find myself using the 10-key more than I thought I would.,24,30,10-key,positive
793,3045,Fan noise: The fan made a constant hissing noise in the background.,0,3,Fan,negative
794,3045,Fan noise: The fan made a constant hissing noise in the background.,15,18,fan,negative
795,235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",4,10,screen,positive
796,235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",36,52,operating system,positive
797,3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,23,32,processor,positive
798,3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,45,61,500gb hard drive,positive
799,2865,The feature are good enough for what I need.,4,11,feature,positive
800,1197,"Finally, the biggest problem has been tech support.",38,50,tech support,negative
801,2676,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",92,102,USB output,negative
802,2319,With Windows laptops a wireless mouse is an absolute must.,23,37,wireless mouse,neutral
803,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",57,61,size,positive
804,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",74,80,screen,positive
805,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",14,21,Windows,neutral
806,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",22,27,Linux,neutral
807,2498,But if you're willing to pay another 200 dollar for a windows disc.,54,66,windows disc,neutral
808,2515,Very good quality and well made.,10,17,quality,positive
809,2320,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",86,94,touchpad,positive
810,3083,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,102,112,video card,neutral
811,2593,It had the full sized touch pad with 2 buttons instead of just one.,22,31,touch pad,neutral
812,336,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",65,79,external mouse,neutral
813,1616,It was super easy to set up and Is really easy to get used to.,21,27,set up,positive
814,1062,"The only thing that can be updated is the video, other than that you're all set.",42,47,video,negative
815,2704,Its a good laptop for its value.,26,31,value,positive
816,1152,Then the hard drive failed;,9,19,hard drive,negative
817,2747,"Plain and simple, it(laptop) runs great and loads fast.",29,33,runs,positive
818,2747,"Plain and simple, it(laptop) runs great and loads fast.",44,49,loads,positive
819,967,of course my warranty runs out next month.,13,21,warranty,neutral
820,2501,The capabilities using that program alone made me want a Mac.,28,35,program,positive
821,1801,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",124,139,disk throughput,neutral
822,1801,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",21,39,spinning beachball,negative
823,2902,"I have found also, it is very easy to be able to access wireless internet access;",56,80,wireless internet access,positive
824,2656,This is a great value for the money.,16,21,value,positive
825,652,"It was a great laptop, ran great and was really fast.",23,26,ran,positive
826,170,The battery has never worked well.,4,11,battery,negative
827,2047,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,110,117,company,negative
828,2666,The only problem is a lack of screen resolutions!,30,48,screen resolutions,negative
829,741,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",54,59,carry,positive
830,1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,14,22,keyboard,negative
831,1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,81,86,edges,negative
832,2246,"It has many great programs, such as ILife, iPhotos and others.",18,26,programs,positive
833,2246,"It has many great programs, such as ILife, iPhotos and others.",36,41,ILife,positive
834,2246,"It has many great programs, such as ILife, iPhotos and others.",43,50,iPhotos,positive
835,2032,"The processor went on me, the fan went and the motherboard went.",4,13,processor,negative
836,2032,"The processor went on me, the fan went and the motherboard went.",30,33,fan,negative
837,2032,"The processor went on me, the fan went and the motherboard went.",47,58,motherboard,negative
838,150,It is very well built.,16,21,built,positive
839,302,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,59,70,performance,positive
840,204,The screen resolution was exactly what I was looking for.,4,21,screen resolution,positive
841,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",26,38,Snow Leopard,positive
842,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",78,81,CPU,negative
843,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",147,170,Office Mac applications,negative
844,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",179,183,Word,negative
845,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",187,192,Excel,negative
846,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",106,120,spinning wheel,negative
847,2780,There is no number pad to the right of the keyboard which is a bummer.,19,22,pad,negative
