index,id,sentence,from,to,aspect,polarity
110,allsides_1209_483_3_the Russian President Vladimir Putin_55_91,"Russia’s international news agency RIA Novosti reports the Russian President Vladimir Putin has been alerted to the explosion, which the agency calls an “attack”.",55,91,the Russian President Vladimir Putin,neutral
111,allsides_1210_483_27_Putin_0_2,He said it was “too early to say” what caused the blast but that it could be “criminal or terrorist”.,0,2,He,neutral
112,allsides_1213_484_7_Judge Neil Gorsuch_27_34,McConnell said Sunday that Gorsuch “deserves to be confirmed” and “will ultimately be confirmed.”,27,34,Gorsuch,positive
113,allsides_1217_486_13_Trump_75_80,Some argue that Flynn's discussion of sanctions with Sergey Kislyak before Trump's inauguration may have broken an old law that prohibits unauthorized citizens from negotiating with foreign powers in disputes with the United States.,75,80,Trump,negative
114,allsides_1219_487_4_Michael Flynn_42_51,"More from the Journal: It wasn’t clear if Mr. Flynn had offered to talk about specific aspects of his time working for Mr. Trump, but the fact that he was seeking immunity suggested Mr. Flynn feels he may be in legal jeopardy following his brief stint as the national security adviser, one official said… Mr. Flynn’s communications with the Russian ambassador, Sergei Kislyak, have been scrutinized by the FBI, which is examining whether Trump campaign personnel colluded with Russian officials who are alleged to have interfered with the presidential election, according to current and former U.S. officials.",42,51,Mr. Flynn,negative
115,allsides_1228_491_3_House Intelligence Committee Chairman Devin Nunes_82_87,Senate Minority Leader Chuck Schumer called on House Speaker Paul Ryan to replace Nunes after news broke that the California House Republican visited the White House to view sensitive material related to Obama era surveillance of the Trump transition team one day before he discussed the topic with reporters last week.,82,87,Nunes,negative
116,allsides_1232_492_8_Nunes (R-Calif.)_132_134,"Nunes, whose committee is investigating Russia’s interference in the 2016 presidential election, told reporters last Wednesday that he had information that showed Trump and his aides may have been swept up in surveillance of foreign government officials by US spy agencies.",132,134,he,neutral
117,allsides_1232_492_9_Nunes (R-Calif.)_0_2,He was criticized for taking the unusual step of bypassing members of his House committee before briefing Trump on the information and for the timing of the announcement.,0,2,He,negative
118,allsides_1232_492_9_Nunes (R-Calif.)_0_2,He was criticized for taking the unusual step of bypassing members of his House committee before briefing Trump on the information and for the timing of the announcement.,70,89,his House committee,neutral
119,allsides_1233_492_2_Devin Nunes_0_5,"Nunes met the source on White House grounds in order to view sensitive information in a “secure location,” Jack Langer, Nunes’ communications director, said Monday in a statement, CNN first reported.",0,5,Nunes,neutral
120,allsides_1236_494_6_We_0_2,"We’ve got a very, very bold and robust agenda, and the president promised to the American people we’re going to roll on,” he said.",0,2,We,positive
121,allsides_1237_494_1_Paul Ryan (R-Wis.)_83_101,Former prosecutor Jeanine Pirro opened her Fox News show Saturday by calling for Paul Ryan (R-Wis.) to step down as Speaker of the House — hours after President Donald Trump posted a tweet telling his followers to tune in.,81,99,Paul Ryan (R-Wis.),negative
122,allsides_1246_498_44_British Prime Minister Theresa May_0_3,"May underscored that the attack targeted ""free people everywhere,"" and she said she had a response: ""You will not defeat us.""",21,31,the attack,negative
123,allsides_1246_498_44_British Prime Minister Theresa May_0_3,"May underscored that the attack targeted ""free people everywhere,"" and she said she had a response: ""You will not defeat us.""",0,3,May,positive
124,allsides_1247_498_17_French President Francois Hollande_0_2,"He had a range of previous convictions for assaults, including grievous bodily harm, possession of offensive weapons and public order offenses dating from November 1983 to December 2003, police said.",0,2,He,negative
125,allsides_1250_499_50_Home Secretary Amber Rudd pic.twitter.com/JnCLbrAdyJ Daily Mail journalist Quentin Letts_133_140,"""He had something in his hand, it looked like a stick of some sort, and he was challenged by a couple of policemen in yellow jackets,"" Letts told the BBC.",133,140,""" Letts",neutral
126,allsides_1271_509_36_Johnston_40_42,"“Let’s have open debates, not threats,” he tweeted.",40,42,he,positive
127,allsides_1271_509_4_Maddow_29_42,Some even thought MSNBC host Rachel Maddow’s apparent scoop on Trump’s leaked 2005 tax return made him look good.,29,42,Rachel Maddow,neutral
128,allsides_1271_509_8_Maddow_89_102,"Donald Trump Jr. seized on the report minutes after the show ended, tweeting, “Thank you Rachel Maddow for proving to your #Trump hating followers how successful @realDonaldTrump is $ that he paid $44mm in taxes!”",89,102,Rachel Maddow,negative
129,allsides_1272_509_23_MSNBC host Rachel Maddow_40_46,"The ""Legal Insurrection"" website mocked Maddow with the headline ""Rachel Maddow's career committed suicide live on national TV tonight.""",40,46,Maddow,negative
130,allsides_1277_511_2_Trump_52_57,"John McCain to either provide evidence of President Trump’s wiretapping claims or retract the allegation, saying the White House will wait until congressional committees release their own findings.",52,57,Trump,negative
131,allsides_1278_511_11_Trump_88_93,"On NBC’s “Today,” Conway repeatedly tried to move away from the subject, when asked why Trump continues to make unfounded claims and spread conspiracy theories, such as his infamous suggestion that Obama was not born in the United States.",88,93,Trump,negative
132,allsides_1279_512_0_Bharara_16_23,Now-fired Preet Bharara boasts of 'absolute independence',16,23,Bharara,negative
133,allsides_1279_512_3_Now-fired Preet Bharara_111_118,"Several hours later, it was learned President Donald Trump had reached out through a secretary on his staff to Bharara on Thursday but the two men never spoke.",111,118,Bharara,neutral
134,allsides_1280_512_22_U.S. Attorney Preet Bharara_0_7,Bharara is charged with overseeing prosecutions against Wall Street and has brought down multiple high profile New York elected officials on corruption charges while in office.,0,7,Bharara,positive
135,allsides_1280_512_29_Senate Minority Leader Chuck Schumer (D-N.Y.)_25_36,And it is no secret that the senator wanted him to remain in his post as U.S. Attorney during the Trump administration.,25,36,the senator,neutral
136,allsides_1280_512_30_Senate Minority Leader Chuck Schumer (D-N.Y.)_107_114,"When Trump announced in November that Bharara would, in fact, be kept on, it was not clear if he did so at Schumer’s behest or as a show of good will to the Minority Leader.",107,114,Schumer,neutral
137,allsides_1280_512_43_Senate Minority Leader Chuck Schumer (D-N.Y.)_84_91,"This article has been updated with new details, additional comment from Bharara and Schumer.",84,91,Schumer,neutral
138,allsides_1280_512_8_(1/2) pic.twitter.com/A4vIpUCX8R CNN’s Jake Tapper_23_73,I see why he was fired (1/2) pic.twitter.com/A4vIpUCX8R CNN’s Jake Tapper reported that Acting Deputy Attorney General Dana Boente had called Bharara Saturday to dismiss him.,23,73,(1/2) pic.twitter.com/A4vIpUCX8R CNN’s Jake Tapper,neutral
139,allsides_1282_513_16_National Economic Council director Gary Cohn_51_55,"Thus the beat in the February report, according to Cohn, is on the back of the recovery from the past eight years under President Barack Obama.",51,55,Cohn,positive
140,allsides_1282_513_37_Donald Trump_44_49,"Oh, O.K., makes sense Were you worried that Trump, or someone on Team Trump, wouldn’t address the fact that, while running for president, he claimed the unemployment rate was “phony” and not to be trusted and something like almost half the country was out of work, but now we can apparently believe it?",44,49,Trump,negative
141,allsides_1282_513_37_Donald Trump_44_49,"Oh, O.K., makes sense Were you worried that Trump, or someone on Team Trump, wouldn’t address the fact that, while running for president, he claimed the unemployment rate was “phony” and not to be trusted and something like almost half the country was out of work, but now we can apparently believe it?",138,140,he,negative
142,allsides_1284_514_53_Mr. Trump_51_60,"The question is, if the economy does slow, whether Mr. Trump will accept the legitimacy of weak reports as enthusiastically as he does good ones.",51,60,Mr. Trump,negative
143,allsides_1285_514_16_Obama_33_45,"“Trump inherited an economy from Barack Obama with the longest streak of private sector job growth in history,” he said in a statement.",33,45,Barack Obama,positive
144,allsides_1296_519_15_Mr. Spicer_124_134,"“There’s nothing that I have been told by him that would leave me to believe that anything is different than it was prior,” Mr. Spicer said.",124,134,Mr. Spicer,neutral
145,allsides_1296_519_37_Mr. Trump_127_136,"Senator Patrick Leahy, Democrat of Vermont, said he had “never seen anything so outlandish, outrageous or incomprehensible” as Mr. Trump’s claims.",127,136,Mr. Trump,negative
146,allsides_1296_519_9_Mr. Trump_51_60,And Mr. Spicer provided little evidence to back up Mr. Trump’s claim about Mr. Obama.,51,60,Mr. Trump,negative
147,allsides_1297_519_35_Edward Snowden_3_5,"If he lied back then, why couldn’t he be lying today?",3,5,he,negative
148,allsides_1297_519_45_Mr. Obama_10_19,"Secondly, Mr. Obama has ordered surveillance against American citizens.",10,19,Mr. Obama,negative
149,allsides_1297_519_46_Mr. Obama_36_41,"Mr. French argues, “The notion that Obama would never have an American subject to surveillance is absurd.”",36,41,Obama,negative
150,allsides_1299_521_21_— Donald J. Trump (@realDonaldTrump)_12_17,"Referencing Trump's description of Obama as a ""bad (or sick) guy,"" Schiff said, ""If there is something bad or sick going on, it is the willingness of the nation's chief executive to make the most outlandish and destructive claims without providing a scintilla of evidence to support them.",12,17,Trump,negative
151,allsides_1299_521_5_former president Barack Obama_170_175,"The Breitbart story, published Friday, has been circulating among Trump's senior staff, according to a White House official who described it as a useful catalogue of the Obama administration's activities.",170,175,Obama,neutral
152,allsides_1300_521_15_Trump_0_5,"Trump leveled the charges in a flurry of tweets shortly after dawn, amid an avalanche of recent revelations about communications between Russian officials and some of his senior aides, including Attorney General Jeff Sessions.",0,5,Trump,negative
153,allsides_1300_521_31_Trump_32_37,Obama wasn't the only target of Trump's Twitter ire on Saturday morning.,32,37,Trump,negative
154,allsides_1301_522_40_Franken_0_2,He then appeared to discount the claim that he was a Trump-campaign “surrogate.”,0,2,He,negative
155,allsides_1301_522_43_Mr. Trump_82_87,It seems apparent that he was distancing himself from Franken’s insinuation about Trump surrogates colluding with Russians.,82,87,Trump,negative
156,allsides_1301_522_49_Franken_118_125,"But if we consider this matter not as a political dispute but a potential perjury prosecution, then the burden was on Franken, not Sessions, to be clearer.",118,125,Franken,negative
157,allsides_1301_522_55_Mr. Trump_236_241,"In those circumstances, it was up to Franken to clarify matters, by asking a follow-up along the lines of, “To be clear, I am asking you whether you’ve had any contact whatsoever with Russian officials during the campaign, whether as a Trump surrogate, in your capacity as a U.S. senator, or under any other circumstances.”",236,241,Trump,negative
158,allsides_1303_522_12_Mr. Sessions_0_12,Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.,99,105,Russia,negative
159,allsides_1303_522_12_Mr. Sessions_0_12,Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.,0,12,Mr. Sessions,negative
160,allsides_1303_522_14_Mr. Sessions_0_12,Mr. Sessions’s recusal is only a first necessary step.,0,12,Mr. Sessions,negative
161,allsides_1329_534_24_McMaster_53_69,"Stocky, smart and soft-spoken with a sense of humor, General McMaster, for all his war-making experience, has little background in navigating Washington politics, which could be a challenge for him in his new role with a fractious national security team to corral.",53,69,General McMaster,positive
162,allsides_1331_535_6_Police investigator Peter Springare_0_9,"Springare, who was briefly investigated for possible hate crime incitement based on his post, managed to elucidate what Trump only hinted at during a Florida campaign speech – somewhat opaquely.",0,9,Springare,negative
163,allsides_1332_535_31_Trump_42_47,"“For better or worse,” Horowitz said that Trump sometimes speaks “in shorthand hyperbole”.",42,47,Trump,negative
164,allsides_1332_535_36_Horowitz_0_8,Horowitz said that “the Swedish response” suggests “they are incapable or unwilling to see the reality of what is happening in their own country.”,0,8,Horowitz,neutral
165,allsides_1337_538_103_Peter Schweizer_55_70,An entire chapter is dedicated to this uranium deal in Peter Schweizer’s “Clinton Cash.”,55,70,Peter Schweizer,neutral
166,allsides_1337_538_104_Peter Schweizer_13_22,"In the book, Schweizer reveals ties between the Clinton Foundation and investors who stood to gain from a deal that required State Department approval.",13,22,Schweizer,positive
167,allsides_1337_538_92_Hillary Clinton_22_29,“Nobody mentions that Hillary received the questions to the debates.”,22,29,Hillary,negative
168,allsides_1338_538_16_Trump_72_77,"That’s why, despite his argument that the press treated Flynn unfairly, Trump fired him.",72,77,Trump,negative
169,allsides_1348_542_10_White House Press Secretary Sean Spicer_111_117,"“There’s nothing that would conclude me that anything different has changed with respect to that time period,” Spicer said. .@PressSec Sean Spicer tells @jonkarl nobody on the Trump campaign had contact with Russia before the election https://t.co/LBw3Bd5Htk pic.twitter.com/S9H8fgFA2j But on Tuesday night, multiple news outlets reported that U.S. intelligence and law enforcement agencies had obtained phone records and intercepted calls that showed Trump associates and campaign aides repeatedly talking to Russian officials in the year before the election.",111,117,Spicer,neutral
170,allsides_1349_542_0_Russian_15_22,Donald Trump: ‘Russian connection non-sense’ is cover for Clinton’s ‘many mistakes’,15,22,Russian,negative
171,allsides_1349_542_14_former Trump campaign chairman Paul Manafort_64_108,"Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.",64,108,former Trump campaign chairman Paul Manafort,negative
172,allsides_1349_542_14_former Trump campaign chairman Paul Manafort_64_108,"Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.",42,49,Russian,negative
173,allsides_1355_545_10_Vice President Mike Pence_47_52,"A Trump administration official “stressed that Pence made his comments based on his conversation with Flynn,” The Post report said.",47,52,Pence,neutral
174,"allsides_1355_545_13_Eliot Engel, ranking member on the House Foreign Affairs Committee_106_134","“Either General Flynn lied to the administration or the administration lied to the American people,” said Mr. Engel, New York Democrat.",106,134,"Mr. Engel, New York Democrat",neutral
175,allsides_1357_545_54_Mike Flynn_0_5,"Flynn is a longtime Trump partisan, and Trump values loyalty greatly.",0,5,Flynn,negative
176,allsides_1363_548_10_John McCain_0_2,He's been losing so....,0,2,He,negative
177,allsides_1364_548_0_Donald Trump_0_12,Donald Trump: John McCain ‘should not be talking about the success or failure of a mission’,0,12,Donald Trump,neutral
178,allsides_1364_548_5_Donald Trump_27_40,Only emboldens the enemy!” the president tweeted Thursday.,27,40,the president,neutral
179,allsides_1368_550_10_Mr. Sessions_18_30,They worried that Mr. Sessions wouldn’t be strong enough in enforcing civil rights laws and that he would be too zealous in following immigration laws.,18,30,Mr. Sessions,negative
180,allsides_1369_550_17_Ted Cruz (R-Texas)_0_27,"The veteran Alabama senator had been rejected for a federal judgeship more than three decades ago over accusations of racism as a prosecutor, which was an immediate focus in his latest confirmation fight.",0,27,The veteran Alabama senator,negative
181,allsides_1370_550_27_Joe Manchin_62_64,"Manchin, who threw Sessions a thumbs-up on Wednesday night as he headed to place his vote, added that he was confident that when he addressed his constituents, “I can explain my relationship with Jeff Sessions and I’m proud to vote for him.”",62,64,he,positive
182,allsides_1371_551_12_Mr. Sessions_27_39,"In a letter at the time of Mr. Sessions’ earlier nomination, King had accused him of “a shabby attempt to intimidate and frighten elderly black voters.”",27,39,Mr. Sessions,negative
183,allsides_1371_551_4_Elizabeth Warren_22_25,"Jeff Sessions, one of her colleagues and Mr. Trump’s nominee to head the Justice Department.",22,25,her,neutral
184,allsides_1373_551_16_Coretta Scott King_6_10,"""Mrs. King's views and words ring true today,"" Warren said.",6,10,King,positive
185,allsides_1373_551_9_Sessions_49_57,"Congress By ELANA SCHOR and BURGESS EVERETT “Mr. Sessions has used the awesome power of his office to chill the free exercise of the vote by black citizens in the district he now seeks to serve as a federal judge,” King wrote in her letter back then, which Warren read on the Senate floor Tuesday night.",49,57,Sessions,negative
186,allsides_1375_552_2_Betsy DeVos_68_79,"Give them credit for this one: Democrats have fought hard to stop Betsy DeVos, Donald Trump’s blazingly unqualified pick for education secretary.",66,77,Betsy DeVos,negative
187,allsides_1375_552_9_Betsy DeVos_62_67,"Tim Kaine cited the moment, during her hearing, when he asked DeVos if she would hold all schools that receive any taxpayer funding equally accountable, be they public, private, or charter, and she dodged the question repeatedly: ""But if you hold public schools accountable while you’re taking some of their money away and you give that money to private schools, and you don’t hold them accountable, you’re not promoting fair competition,"" he said.",62,67,DeVos,negative
188,allsides_1379_554_8_Clinton_44_51,The last Post-ABC tracking poll had Hillary Clinton up by 3 points.,44,51,Clinton,neutral
189,allsides_1382_555_6_Milo_1_3,“He should be scared that people aren’t going to stand for this.”,1,3,He,negative
190,allsides_1383_556_10_President Donald Trump_0_5,"Trump in the interview also touched on voter fraud and how it is ""a really bad situation.""",0,5,Trump,neutral
191,allsides_1383_556_6_Putin_34_39,"When O’Reilly fired back, calling Putin a killer, Trump responded, ""There are a lot of killers.",50,55,Trump,negative
192,allsides_1383_556_6_Putin_34_39,"When O’Reilly fired back, calling Putin a killer, Trump responded, ""There are a lot of killers.",34,39,Putin,negative
193,allsides_1384_556_0_Vladimir Putin_20_34,"Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad",20,34,Vladimir Putin,negative
194,allsides_1384_556_0_Vladimir Putin_20_34,"Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad",54,59,Trump,negative
195,allsides_1384_556_2_President Donald Trump_27_32,"Speaking to Bill O’Reilly, Trump shrugged off the anchor’s characterization of Putin as a “killer,” noting that Americans are just as bad.",27,32,Trump,negative
196,allsides_1392_560_2_Trump_0_5,"Trump told Australian leader Malcolm Turnbull that the conversation was “the worst call by far” among talks with various world leaders that day and he ended the scheduled hour-long conversation after just 25 minutes, according to the Washington Post.",0,5,Trump,negative
197,allsides_1393_560_13_Australia_55_64,"Mr. Turnbull, speaking Thursday at a press briefing in Australia’s southern state of Victoria, refused to comment at length on the telephone call, or say whether it had ended sooner than expected.",55,64,Australia,neutral
198,allsides_1395_561_0_Judge Gorsuch_25_37,Why Liberals Should Back Neil Gorsuch,25,37,Neil Gorsuch,positive
199,allsides_1395_561_16_Judge Gorsuch_35_48,"I have no doubt that if confirmed, Judge Gorsuch would help to restore confidence in the rule of law.",35,48,Judge Gorsuch,positive
200,allsides_1395_561_1_President Trump_42_57,I am hard-pressed to think of one thing President Trump has done right in the last 11 days since his inauguration.,40,55,President Trump,negative
201,allsides_1396_561_3_Donald Trump_0_2,"He seeks power, and he cares not for process.",0,2,He,negative
202,allsides_1396_561_6_Donald Trump_41_46,"I myself have been deeply concerned with Trump’s authoritarian impulses — including his expressed disrespect for the First Amendment, due process, and private property.",41,46,Trump,negative
203,allsides_1397_562_6_Judge Gorsuch_69_82,"The night began when Trump, in a short White House speech, nominated Judge Gorsuch from the 10th Circuit Court of Appeals in Denver to the court.",69,82,Judge Gorsuch,positive
204,allsides_1397_562_6_Judge Gorsuch_69_82,"The night began when Trump, in a short White House speech, nominated Judge Gorsuch from the 10th Circuit Court of Appeals in Denver to the court.",21,26,Trump,neutral
205,allsides_1397_562_9_Judge Gorsuch_0_7,"Gorsuch, despite a reportedly mild-mannered temperament, is known for his anti-choice and anti-LGBT stances, pro-employer rulings in labor disputes, anti-regulatory attitudes, dismissal of scientific expertise, and pro-police bias in brutality cases, according to statements from public interest groups issued after the announcement.",0,7,Gorsuch,negative
206,allsides_1399_563_32_Ms. Yates_29_38,"Democrats, meanwhile, hailed Ms. Yates as a principled defender of what she thought was right.",29,38,Ms. Yates,positive
207,allsides_1400_563_25_Yates_20_25,"The quick firing of Yates, as Trump brings his ""Apprentice"" skills to the White House with the most serious of matters, offers a powerful reminder to Democrats of why these appointments matter so much and the dangers that come from the passive approach we have seen thus far.",20,25,Yates,negative
208,allsides_1400_563_9_Yates_77_80,"Human rights, civil rights, and civil liberties supporters were bolstered by her defiance.",77,80,her,positive
209,allsides_1401_563_30_Yates_85_90,It was foolish of President Trump to leave officials such as Acting Attorney General Yates in place.,85,90,Yates,negative
210,allsides_1401_563_33_Yates_0_5,Yates never should have been in the position to undertake her grandstanding in the first place — but at least that particular error has now been corrected.,0,5,Yates,negative
211,allsides_1401_563_33_Yates_0_5,Yates never should have been in the position to undertake her grandstanding in the first place — but at least that particular error has now been corrected.,0,5,Yates,negative
212,allsides_1401_563_8_President Trump_12_27,That is why President Trump was right to fire Acting Attorney General Sally Yates.,12,27,President Trump,positive
213,allsides_1401_563_8_President Trump_12_27,That is why President Trump was right to fire Acting Attorney General Sally Yates.,76,81,Yates,negative
214,allsides_1413_569_3_U.S._181_185,Peña Nieto and other Mexican officials repeatedly condemned the idea of a border wall — one of Trump's signature promises and a rallying cry for his supporters — during last year's U.S. presidential campaign.,181,185,U.S.,neutral
215,allsides_1414_569_9_Trump_83_92,The Mexican leader is under intense political pressure to figure out how to handle Mr. Trump.,83,92,Mr. Trump,negative
216,allsides_141_59_2_Marco Rubio_75_77,"Marco Rubio, R-Fla., is publicly criticizing the same tax reform bill that he voted for.",75,77,he,negative
217,allsides_1425_574_1_WASHINGTON \-- President Donald Trump_2_39,"WASHINGTON \-- President Donald Trump is set to meet with congressional leaders from both parties to discuss his agenda, as he enters his first official week in the White House and works to begin delivering on his ambitious campaign promises.",0,37,WASHINGTON \-- President Donald Trump,positive
218,allsides_1428_575_20_White House Press Secretary Sean Spicer_2_13,> Sean Spicer is the new Baghdad Bob.,2,13,Sean Spicer,negative
219,allsides_1429_575_2_Donald Trump_25_37,"On Saturday, President Donald Trump’s first full day in office, he gave a speech at CIA headquarters in which he lied about the size of the crowd at his inauguration and falsely claimed that he had never feuded with the U.S. intelligence community.",23,35,Donald Trump,negative
220,allsides_1429_575_2_Donald Trump_25_37,"On Saturday, President Donald Trump’s first full day in office, he gave a speech at CIA headquarters in which he lied about the size of the crowd at his inauguration and falsely claimed that he had never feuded with the U.S. intelligence community.",136,145,the crowd,neutral
221,allsides_1436_579_4_President-elect Donald Trump_22_27,"Perdue, 70, served on Trump's agricultural advisory committee during his presidential campaign.",22,27,Trump,neutral
222,allsides_1436_579_5_Sonny Perdue_130_132,"His nomination, which must be confirmed by the Republican-led Senate, will complete Trump's proposed cabinet just two days before he is sworn in as president on Friday.",130,132,he,neutral
223,allsides_1440_581_48_Obama_0_5,"Obama did the second, but it didn’t go in the way reformers would like — it’s resulted in thousands of rejections.",0,5,Obama,negative
224,allsides_1440_581_48_Obama_0_5,"Obama did the second, but it didn’t go in the way reformers would like — it’s resulted in thousands of rejections.",26,28,it,negative
225,allsides_1442_581_15_Her_122_125,"Manning was known as Bradley Manning at the time of her 2010 arrest, but revealed after being convicted of espionage that she identifies as a woman.",122,125,she,neutral
226,allsides_1442_581_19_Manning_79_86,WILL WIKILEAKS’ JULIAN ASSANGE MAKE GOOD ON HIS OFFER TO TURN HIMSELF IN AFTER MANNING CLEMENCY?,79,86,MANNING,positive
227,allsides_1442_581_3_Manning_9_16,“Chelsea Manning’s treachery put American lives at risk and exposed some of our nation’s most sensitive secrets.,9,16,Manning,negative
228,allsides_1444_583_31_Mr. Lewis_114_124,"“My hope would be that the president-elect will reach out to someone as consequential and who is such a leader as John Lewis — who has done so much in the course of his life — to try to work this out,” Mr. McDonough said on CNN’s “State of the Union.”",114,124,John Lewis,positive
229,allsides_1444_583_46_Mr. Lewis_179_187,"“None of us actually want to be considered to be racially insensitive, and so it’s a very, very important subject, but I think we shouldn’t ignore that people are partisan,” said Mr. Paul.",179,187,Mr. Paul,neutral
230,allsides_1445_583_7_Mr. Neal_0_8,"Mr. Neal added that while other presidents, like Ronald Reagan and Bill Clinton, may have imposed policies that hurt black communities, they were more sensitive to issues of race.",0,8,Mr. Neal,neutral
231,allsides_1447_584_11_Kenneth Feld_62_64,"“Try getting a 3- or 4-year-old today to sit for 12 minutes,” he added, referring to the show’s 12-minute tiger act.",62,64,he,neutral
232,allsides_1448_584_41_The Felds_19_30,Juliette Feld says the company will continue operating the Center for Elephant Conservation.,19,30,the company,neutral
233,allsides_1448_584_6_Feld Entertainment_68_86,"""There isn't any one thing,"" said Kenneth Feld, chairman and CEO of Feld Entertainment.",68,86,Feld Entertainment,neutral
234,allsides_1454_586_60_Mayor Rahm Emanuel (D)_80_82,"“We will continue on the path of reform, because that is the path of progress,” he said.",80,82,he,neutral
235,allsides_1461_589_19_Jeff Sessions_0_12,Mr. Sessions has vehemently denied making racially insensitive statements or holding racist views.,0,12,Mr. Sessions,negative
236,allsides_1461_589_5_Jeff Sessions_22_34,"I have witnessed it,” Mr. Sessions plans to tell the Senate Judiciary Committee, according to his prepared opening remarks.",22,34,Mr. Sessions,neutral
237,allsides_1463_589_56_Sessions_19_27,"As Tanner puts it, Sessions “has a record that ought to worry believers in small government and individual liberty.”",19,27,Sessions,negative
238,allsides_1464_590_12_Donald Trump_0_9,"Mr. Trump, as he has done many times before, grew heated in the interview as he flatly denied that he had intended to make fun of the Times reporter, Serge F. Kovaleski.",14,16,he,negative
239,allsides_1464_590_12_Donald Trump_0_9,"Mr. Trump, as he has done many times before, grew heated in the interview as he flatly denied that he had intended to make fun of the Times reporter, Serge F. Kovaleski.",0,9,Mr. Trump,negative
240,allsides_1464_590_3_Meryl Streep’s_7_21,"[ Read Meryl Streep’s Golden Globes speech ] The Globes were the last high-profile Hollywood event before Mr. Trump’s inauguration on Jan. 20, a transfer of power that many in the entertainment industry have bemoaned.",7,21,Meryl Streep’s,neutral
241,allsides_1465_590_14_Meryl Streep's_124_138,"Top aide to Donald Trump Kellyanne Conway told ""Fox and Friends"" Monday she's ""concerned that somebody with a platform like Meryl Streep's is inciting people's worst instincts.""",124,138,Meryl Streep's,negative
242,allsides_1465_590_22_Meryl Streep_0_3,"Her comments were met with applause, tears and support by her fellow actors in the audience, and actor Chris Pine called her speech the ""best message of tonight.""",0,3,Her,positive
243,allsides_1465_590_3_Meryl Streep_170_176,"Shortly after the 74th annual Golden Globes wrapped, where ""La La Land"" and ""Moonlight"" were the night’s big winners, Trump told the NY Times he had not seen the show or Streep's remarks.",170,176,Streep,neutral
244,allsides_1466_590_18_Streep_110_116,"Conway noted the races of those involved, four African-American suspects and a white victim, and said that if Streep is truly concerned about the disabled community, she should speak out about the incident in Chicago.",110,116,Streep,negative
245,allsides_1470_592_14_Broward County Sheriff Scott Israel_47_61,"“At this point, it looks like he acted alone,” Sheriff Israel said, adding it was too early to speculate on the gunman’s motive for carrying out the shooting.",47,61,Sheriff Israel,neutral
246,allsides_1471_592_31_Anchorage police chief Chris Tolley_48_54,"Santiago’s weapon was logged “for safekeeping,” Tolley said.",48,54,Tolley,neutral
247,allsides_1471_592_9_Santiago_81_89,"A day after the shooting, agents had interviewed more than 100 people, including Santiago, who surrendered after firing all of his ammunition by dropping onto the floor, spread-eagle, near a baggage area when a sheriff’s deputy approached him, according to an FBI affidavit.",260,263,FBI,neutral
248,allsides_1471_592_9_Santiago_81_89,"A day after the shooting, agents had interviewed more than 100 people, including Santiago, who surrendered after firing all of his ammunition by dropping onto the floor, spread-eagle, near a baggage area when a sheriff’s deputy approached him, according to an FBI affidavit.",81,89,Santiago,negative
249,allsides_1472_593_5_Donald Trump_170_179,"Director of National Intelligence James R. Clapper testified to Congress Thursday he’s confident Russia was behind the campaign season hacks of Democratic officials, but Mr. Trump has consistently been skeptical of Russian involvement.",170,179,Mr. Trump,negative
250,allsides_1472_593_5_Donald Trump_170_179,"Director of National Intelligence James R. Clapper testified to Congress Thursday he’s confident Russia was behind the campaign season hacks of Democratic officials, but Mr. Trump has consistently been skeptical of Russian involvement.",97,103,Russia,negative
251,allsides_1474_593_12_Mr. Trump_0_9,"Mr. Trump claimed on New Year’s Eve that he had information no one else had on Russian hacking and that he would reveal it publicly this week, but he has not yet followed through on that statement.",0,9,Mr. Trump,negative
252,allsides_1474_593_12_Mr. Trump_0_9,"Mr. Trump claimed on New Year’s Eve that he had information no one else had on Russian hacking and that he would reveal it publicly this week, but he has not yet followed through on that statement.",79,86,Russian,negative
253,allsides_1475_594_27_WikiLeaks founder Julian Assange_53_60,"In new tweets early Thursday, Trump backed away from Assange somewhat.",53,60,Assange,neutral
254,allsides_1475_594_28_WikiLeaks founder Julian Assange_68_75,"He blamed the ""dishonest media"" for portraying him as agreeing with Assange.",0,2,He,negative
255,allsides_1475_594_28_WikiLeaks founder Julian Assange_68_75,"He blamed the ""dishonest media"" for portraying him as agreeing with Assange.",68,75,Assange,negative
256,allsides_1476_594_0_National Intelligence James Clapper_0_7,Clapper: Trump rhetoric on intel agencies alarming U.S. allies,0,7,Clapper,neutral
257,allsides_1476_594_23_Trump_44_49,"Perhaps sensitive to the public perception, Trump on Thursday tried to walk back his previous online comments.",53,61,Thursday,neutral
258,allsides_1476_594_23_Trump_44_49,"Perhaps sensitive to the public perception, Trump on Thursday tried to walk back his previous online comments.",44,49,Trump,negative
